RAh,RAm,RAs,DE-,DEd,DEm,ESO,ID,GLON,GLAT,X,Y,MajAxis,u_MajAxis,MinAxis,u_MinAxis,PA,u_PA,MType,Class,Desc,FlagN,FlagM,FlagRC,FlagV,FlagA,Bmag,e_Bmag,apBmag,r_Bmag,B-V,U-B,r_B-V,RV,e_RV,r_RV
9,56,34,-,18,34.8,566- G  36,--,255.87,27.89,109.9,67.2,10,--,6,--,35,--,1,Sa,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,56,39,-,30,7.0,435- G  18,N 3082,264.25,19.27,-25.2,-8.2,19,--,7,--,26,--,-2,SO,In cluster,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
9,56,50,-,25,45.3,499- G  28,--,261.25,22.61,35.9,-38.7,11,--,8,--,20,--,-2,SO,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,56,50,-,26,53.3,499- G  29,N 3084 = I 2528 ?,262.05,21.75,35.6,-99.1,22,--,18,--,2,--,1,Sa(r),In cluster,*,1,--,--,--,--,--,--,--,--,--,--,2438,69,6
9,56,52,-,30,0.6,435- G  19,MCG-5-24-12,264.21,19.38,-22.8,-2.5,45,:,5,--,153,--,6,Sc,In cluster,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
9,56,58,-,33,59.1,374- G  15,N 3087,266.89,16.32,-30.0,58.1,20,:,18,:,--,:,-5,E,In cluster,--,--,2,--,--,12.6,0.12,--,30,1.05,0.6,--,2672,21,ES
9,57,2,-,21,52.8,566- G  37,--,258.47,25.54,112.6,-108.9,10,--,1,--,68,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,57,5,-,27,53.5,435-IG  20,--,262.8,21.03,-20.4,110.4,11,:,5,:,100,:,--,Multiple? system,"Pec, B centre, in cl",--,--,--,--,--,14.5,--,62,99,0.42,-0.47,--,1199,--,9
9,57,6,-,24,43.8,499- G  30,--,260.57,23.42,39.4,15.9,10,--,7,--,55,--,-2,SO,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,57,6,-,29,5.1,435- G  21,--,263.62,20.12,-20.2,46.9,10,--,1,--,46,--,3,Sb,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,57,6,-,30,29.7,435- G  22,MCG-5-24-13,264.58,19.04,-19.9,-28.4,15,--,13,--,5,:,6,Sc,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,57,7,-,19,15.2,566- G  38,N 3085,256.5,27.49,116.2,31.2,15,--,4,--,119,--,-2,SO,In cluster,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
9,57,7,-,20,32.0,566- G  39,MCG-3-26-4,257.48,26.55,115.0,-37.0,11,--,5,--,120,--,3,Sb,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,57,8,-,30,33.9,435- G  23,MCG-5-24-13,264.64,18.99,-19.5,-32.1,12,:,5,:,62,--,--,Dwarf,In cluster,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
9,57,10,-,22,35.1,499- G  31,N 3081 = I 2529,259.02,25.04,40.9,130.3,27,:,23,:,158,:,-2,S(r)O,"B centre, eF env",--,1,2,--,--,12.68,--,--,3,0.89,0.25,9,2413,33,3
9,57,11,-,39,50.1,316- G  10,--,270.69,11.78,-7.3,6.5,12,:,4,--,75,--,5,S...,"Disturbed, in cl",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,57,12,-,26,37.4,499- G  32,MCG-4-24-11,261.93,22.01,39.9,-85.0,27,--,18,--,148,--,1,SBa,In cluster,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
9,57,12,-,41,45.7,316- G  11,--,271.9,10.27,-7.2,-96.2,15,:,4,--,140,--,1,Sa:,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,57,19,-,20,32.9,566- G  40,MCG-3-26-5,257.52,26.57,117.4,-37.9,11,--,4,--,106,--,-2,SO,In cluster,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
9,57,21,-,28,5.4,435- G  24,N 3089,262.98,20.91,-17.3,99.9,23,--,13,--,139,--,3,Sb,In cluster,--,1,2,--,--,13.09,--,--,2,--,--,--,2653,58,3
9,57,26,-,68,4.4,61- G  20,--,288.02,-10.6,128.5,98.1,10,:,4,:,104,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,57,26,-,68,46.1,62- G   1,--,288.45,-11.15,-125.8,61.6,13,:,8,:,30,:,1,SBa,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,57,26,-,68,46.2,61- G  21,--,288.45,-11.15,124.4,61.2,13,:,9,:,40,:,5,SB...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,57,41,-,29,22.5,435- G  25,I 2531,263.92,19.98,-13.5,31.4,80,:,8,--,75,--,6,Sc,"Abs lane, in cl",--,1,--,--,--,--,--,--,--,--,--,--,2477,8,93
9,57,46,-,39,50.2,316- G  12,--,270.78,11.85,-1.4,6.3,10,--,3,--,70,--,1,Sa,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,57,49,-,38,55.0,316- G  13,--,270.21,12.58,-0.7,55.4,15,--,5,--,46,--,-2,SO,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,57,50,-,26,19.4,499- G  33,--,261.83,22.33,47.6,-69.0,11,--,8,--,--,:,5,S...,"F, in cl",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,57,52,-,19,23.8,566- G  41,N 3091,256.75,27.5,125.4,23.4,35,:,22,:,149,--,-5,E,In cluster,--,1,2,--,--,12.5,0.19,--,3,--,--,--,3882,93,3
9,57,53,-,31,18.7,435- G  26,N 3095,265.27,18.52,-11.0,-71.8,60,:,30,:,126,--,6,Sc,In cluster,--,1,2,--,--,12.52,--,--,3,0.94,0.19,65,2849,22,72
9,57,54,-,33,59.3,374- G  16,I 2532,267.05,16.45,-19.6,58.0,17,:,15,:,38,--,1,S(r)a,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,2900,70,39
9,58,1,-,24,33.7,499- G  34,--,260.62,23.68,50.6,24.9,17,--,15,--,--,:,8,Sd,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,58,5,-,64,29.4,92- G?  2,--,285.85,-7.73,-103.3,26.8,6,--,3,--,100,--,--,"Galaxy, or planetary?",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,58,9,-,43,14.9,262- G  12,--,272.97,9.2,101.4,93.8,10,:,4,--,99,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,58,11,-,19,25.3,566- G  42,N 3096,256.84,27.53,129.4,22.0,13,:,10,:,170,--,-2,SBO,In cluster,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
9,58,15,-,41,5.1,316- G  14,--,271.64,10.92,3.4,-60.2,14,--,4,--,15,--,3,Sb:,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,58,16,-,67,3.8,92- G   3,--,287.45,-9.76,-92.5,-110.0,18,--,6,--,96,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,58,18,-,31,0.2,435- G  27,I 2533,265.14,18.81,-6.2,-55.4,22,:,17,:,1,:,-3,E - SO,In cluster,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
9,58,19,-,35,18.4,374- G  17,--,267.98,15.47,-15.0,-12.3,13,--,7,--,23,--,3,Sb:,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,58,22,-,20,7.6,566- G  43,MCG-3-26-9,257.41,27.04,130.9,-15.7,18,:,16,:,--,:,0,SBO-a,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
9,58,25,-,31,31.0,435- G  28,--,265.5,18.43,-4.9,-82.8,12,--,1,--,177,--,6,Sc:,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,58,25,-,34,58.1,374-IG  18,--,267.77,15.75,-13.9,5.7,5,--,4,--,--,:,--,...,"Pec, starlike centre",*,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,58,26,-,32,7.5,435- G  29,--,265.91,17.96,-4.7,-115.2,12,--,11,--,--,:,4,Sb-c,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,58,28,-,31,25.3,435- G  30,N 3100= N 3103,265.45,18.51,-4.3,-77.7,45,:,23,:,154,--,-2,SO,In cluster,*,1,2,--,--,13.5,--,34,65,1.03,0.61,--,--,--,--
9,58,33,-,67,24.1,92- G   4,--,287.68,-10.01,-89.7,-127.9,18,--,6,--,62,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,58,41,-,18,49.1,567- G   1,--,256.47,28.06,-127.8,56.7,12,:,6,:,65,--,--,...,"B centre, in cl",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,58,46,-,17,45.8,567- G   2,--,255.67,28.84,-127.6,113.0,11,:,6,:,141,--,--,Dwarf,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,58,47,-,19,12.1,567- G   3,MCG-3-26-10,256.79,27.79,-126.2,36.3,10,--,8,--,107,--,1,S(r:)a,In cluster,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
9,58,50,-,42,26.7,316- G  15,--,272.57,9.91,8.9,-132.7,12,--,2,--,0,--,5,S...,In group,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,58,53,-,54,32.8,167-SC  14,N 3105=OCl-798,279.92,0.27,38.4,23.7,--,--,--,--,--,--,--,OC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,58,54,-,17,48.4,567-IG   4,--,255.73,28.83,-125.9,110.8,5,:,4,:,--,:,--,Double system,"Bridge, tail",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,59,10,-,19,18.0,567- G   5,MCG-3-26-11,256.93,27.78,-121.5,31.2,14,--,3,--,71,--,1,Sa:,In cluster,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
9,59,11,-,20,8.6,567- G   6,--,257.58,27.16,-120.5,-13.8,26,:,4,--,7,--,6,Sc:,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,59,14,-,40,22.4,316- G  16,--,271.34,11.6,13.5,-22.4,13,:,6,:,96,--,1,Sa:,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,59,16,-,30,28.1,435- G  31,--,264.95,19.36,5.0,-26.9,14,:,12,:,--,:,6,Sc,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,59,19,-,33,52.2,374- G  19,I 2534,267.21,16.72,-4.1,64.3,20,:,20,:,--,:,0,SO-a,"eF env, in cl",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,59,22,-,43,31.1,262- G  13,--,273.31,9.12,112.6,79.0,14,:,3,:,70,:,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,59,27,-,19,42.1,567- G   7,MCG-3-26-12,257.3,27.53,-117.6,9.8,12,--,5,--,90,--,7,S.../Irr,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
9,59,31,-,34,27.0,374- G  20,--,267.62,16.29,-1.8,33.4,13,--,2,--,19,--,6,Sc:,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,59,34,-,21,19.8,567- G   8,--,258.55,26.34,-114.8,-77.0,15,:,5,--,81,--,3,Sb:,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,59,37,-,33,1.2,374- G  21,--,266.7,17.42,-0.7,109.7,11,--,11,--,--,:,5,S...,"F, in cl",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,59,37,-,33,52.5,374- G  22,--,267.26,16.76,-0.7,64.1,12,:,9,:,--,:,--,Dwarf,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,59,39,-,57,58.7,127-SC   1,--,282.06,-2.42,-60.0,109.0,50,:,--,--,--,--,--,"OC, class III2",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,59,40,-,54,52.0,167-SC  15,OCl-799,280.2,0.08,44.1,6.5,--,--,--,--,--,--,--,OC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,59,53,-,42,30.4,262- G  14,--,272.76,9.98,119.7,132.7,10,:,6,:,157,--,-2,SO:,"Asym, star superimp",*,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,59,57,-,49,19.7,213-SC   5,BH-85 ?,276.92,4.54,1.0,39.0,50,:,--,--,--,--,--,"OC, class III3",--,*,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,0,15,-,38,18.2,316- G  17,--,270.2,13.35,24.7,87.9,11,:,3,--,94,--,1,Sa:,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,0,16,-,31,26.1,435- G  32,N 3108,265.77,18.74,16.2,-78.4,40,:,25,:,110,:,-2,SO,"Abs lane, in cl",--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
10,0,17,-,26,39.6,499- G  35,--,262.52,22.43,76.8,-87.3,10,--,1,--,25,--,3,Sb:,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,0,33,-,19,49.5,567- G   9,MCG-3-26-14,257.61,27.61,-103.7,3.4,12,--,3,--,140,--,1,Sa?,B and L in group,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
10,0,38,-,33,42.6,374- G  23,--,267.33,17.02,10.7,72.8,12,--,3,--,39,--,-2,SO:,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,0,38,-,45,15.4,262- G  15,--,274.55,7.87,121.1,-14.1,16,:,12,:,22,:,1,Sa?,"eF env, L in group",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,0,40,-,41,50.9,316- G  18,--,272.47,10.59,27.1,-101.0,32,:,5,--,117,--,6,Sc,"Abs lane, in cl",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,0,43,-,42,20.3,316- G  19,--,272.79,10.21,27.5,-127.1,11,--,2,--,160,--,6,Sc:,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,0,43,-,74,46.4,37-IG   8,--,292.47,-15.72,22.8,10.4,6,:,3,:,--,:,--,Double system,Contact,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,0,48,-,33,54.7,374- G  24,--,267.49,16.88,12.4,62.1,11,--,9,--,--,:,5,S...,"F, in cl",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,0,49,-,25,55.0,499- G  36,N 3109,262.1,23.07,84.0,-48.0,330,:,70,:,93,--,10,Irr,Resolved in B stars,--,1,2,--,--,11.9,0.6,--,77,--,--,--,403,1,1E
10,0,53,-,59,53.3,127-SC   2,N 3114=OCl-802,283.33,-3.86,-49.0,8.0,--,--,--,--,--,--,--,OC,Prominent,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,0,58,-,21,11.3,567- G  10,MCG-3-26-15,258.71,26.66,-97.4,-69.2,16,--,16,--,--,:,6,Sc,--,--,1,--,--,--,--,--,--,--,--,--,--,3069,8,93
10,1,8,-,42,34.6,262- G  16,--,272.99,10.06,131.8,128.5,16,--,10,--,89,--,3,Sb,In group,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,1,10,-,38,35.5,316- G  20,--,270.53,13.24,34.2,72.4,10,:,8,:,--,:,1,Sa,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,1,15,-,37,9.1,374- G  25,--,269.64,14.39,16.7,-110.7,12,--,10,--,164,:,3,Sb,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,6980,96,6
10,1,18,-,33,42.5,374- G  26,I 2536,267.44,17.1,18.0,72.9,24,--,5,--,45,--,4,Sb-c,"Abs lane, in cl",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,1,18,-,44,17.1,262- G  17,--,274.06,8.72,129.5,37.4,12,:,10,:,--,:,5,S...,"e dif env, p w G 18",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,1,25,-,26,47.1,499- G  37,MCG-4-24-14,262.82,22.49,90.0,-94.1,50,:,22,:,53,--,3,Sb,In cluster,--,1,--,--,--,--,--,--,--,--,--,--,961,8,93
10,1,33,-,26,22.2,499- G  38,--,262.55,22.83,91.9,-72.1,11,--,6,--,18,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,1,36,-,27,19.7,499- G  39,I 2537,263.23,22.1,91.7,-123.1,32,--,23,--,26,--,6,Sc,In cluster,--,1,2,--,--,12.9,0.15,--,2,0.72,0.13,--,2809,8,93
10,1,38,-,20,32.3,567- G  11,N 3112,258.36,27.25,-89.6,-34.5,10,--,2,--,47,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,1,41,-,31,48.7,435-SC  33,--,266.27,18.64,32.0,-98.6,30,:,--,--,--,--,--,"OC, class II1",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,1,45,-,34,33.9,374- G  27,I 2538,268.07,16.49,22.7,27.2,20,--,11,--,1,--,6,Sc,"Starlike centre, or star?",*,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,1,50,-,64,30.6,92-SC   5,--,286.19,-7.5,-81.8,27.1,50,:,--,--,--,--,--,"OC, class I2",Globular?,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,1,51,-,44,17.8,262- G  18,--,274.15,8.77,134.8,36.6,11,--,7,--,176,--,5,S...,P w G 17,--,--,--,--,--,--,--,--,--,--,--,--,3523,19,73
10,1,55,-,64,43.5,92- G   6,--,286.32,-7.67,-80.7,15.7,24,:,13,:,40,--,1,Sa:,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,2,3,-,31,7.1,435- G  34,I 2539,265.87,19.23,36.5,-61.7,22,--,6,--,25,--,3,Sb,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
10,2,10,-,28,12.0,435- G  35,N 3113,263.93,21.51,39.3,93.9,47,:,17,:,87,--,6,Sc,In cluster,--,1,2,--,--,--,--,--,--,--,--,--,1088,8,93
10,2,14,-,60,29.2,127-PN   3,PK 283 - 4 1,283.82,-4.24,-38.8,-23.9,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,2,18,-,67,12.3,92- G   7,N 3136A,287.85,-9.63,-71.2,-116.3,26,--,4,--,83,--,5,S...,In IG 12 group,--,--,2,--,--,--,--,--,--,--,--,--,--,--,--
10,2,21,-,41,10.4,316- G  21,--,272.32,11.32,44.6,-65.3,35,:,4,--,19,--,6,Sc,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,2,23,-,24,33.2,499- G  40,--,261.43,24.34,103.5,24.7,12,--,6,--,58,--,5,S...,F,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,2,25,-,37,5.4,374- G  28,--,269.79,14.58,29.0,-107.5,15,:,7,--,116,--,2,Sa-b,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,2,36,-,31,56.1,435- G  36,--,266.51,18.66,42.5,-105.3,10,--,5,--,36,--,5,S...,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,2,49,-,58,25.4,127-EN   4,--,282.66,-2.53,-37.0,86.0,--,--,--,--,--,--,--,Em neb + stars,Filamentary structure,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,2,52,-,30,30.9,435- G  37,--,265.62,19.81,46.2,-29.6,10,--,1,--,32,--,5,S...,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,3,2,-,17,33.3,567- G  12,MCG-3-26-16,256.36,29.69,-73.5,124.8,13,--,6,--,120,--,3,Sb,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
10,3,2,-,30,38.8,435- G  38,--,265.73,19.73,48.1,-36.7,11,--,8,--,174,--,5,S...,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,3,11,-,33,58.6,374- G  29,N 3120,267.94,17.14,38.8,58.5,28,:,20,:,1,--,6,Sc,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,3,20,-,61,21.2,127-SC   5,OCl-808,284.44,-4.86,-31.0,-70.0,--,--,--,--,--,--,--,OC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,3,23,-,28,12.1,435- G  39,--,264.16,21.68,53.5,93.6,18,--,6,--,32,--,10,Irr,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,3,25,-,18,0.2,567- G  13,MCG-3-26-18,256.78,29.42,-68.4,100.9,17,--,12,--,88,--,5,S...,F,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
10,3,27,-,21,1.2,567- G  14,MCG-3-26-19,259.07,27.17,-66.7,-59.9,13,--,7,--,174,--,7,S.../Irr,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
10,3,30,-,36,50.6,374- G  30,--,269.81,14.9,40.7,-94.4,13,--,6,--,75,--,4,Sb-c,1st of 2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,3,31,-,33,20.1,374- G  31,--,267.58,17.68,42.7,92.7,12,--,9,--,86,:,5,S...,"F, in cl",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,3,36,-,22,48.8,499- G  41,MCG-4-24-17,260.42,25.84,119.8,117.2,14,--,6,--,93,--,-2,S(r)O,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
10,3,42,-,43,52.4,263-IG   1,--,274.16,9.3,-116.0,60.2,7,:,4,:,--,:,--,Double system,Interaction,*,--,--,--,--,--,--,--,--,--,--,--,6286,--,73
10,3,43,-,41,28.3,316- G  22,--,272.71,11.23,57.8,-81.4,20,:,10,:,107,--,6,Sc,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,3,44,-,44,7.1,263-PN   2,Le-4,274.31,9.11,-115.2,47.2,10,--,9,--,--,:,--,Planetary,"B centre, or star?",*,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,3,44,-,74,41.2,37- G   9,--,292.57,-15.53,33.6,14.6,11,:,5,:,48,--,--,N,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,3,46,-,41,2.1,316- G  23,--,272.45,11.59,58.9,-58.2,10,--,9,--,--,:,5,S...,"Star superimp, in cl",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,3,47,-,75,14.1,37- G  10,--,292.92,-15.96,32.4,-14.6,30,:,30,:,--,:,6,Sc:,Dif env,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,3,50,-,43,59.0,263-IG   3,--,274.25,9.23,-114.4,54.4,26,:,20,:,--,:,--,Double system,Strongly interacting,*,--,--,--,--,14.24,--,88,7,0.59,-0.71,--,--,--,--
10,3,52,-,29,56.6,435- G  40,--,265.41,20.39,58.0,0.8,18,:,6,:,83,--,-2,SO,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,3,53,-,33,38.5,374-IG  32,I 2545 ?,267.84,17.49,46.6,76.3,10,:,7,:,--,:,--,2? spirals,"Alm coincident, in cl",*,--,--,--,--,14.98,--,62,99,0.71,-0.2,--,--,--,--
10,3,53,-,41,4.5,316- G  24,--,272.49,11.57,60.0,-60.3,11,:,2,--,82,--,6,Sc:,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,3,59,-,67,30.3,62- G   2,--,288.17,-9.78,-99.6,131.6,10,--,9,--,--,:,5,S...,Pec arm(bar),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,4,2,-,18,1.9,567- G  15,MCG-3-26-23,256.93,29.49,-60.7,99.5,12,--,6,--,13,--,5,S...,Sev S conds,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
10,4,7,-,70,34.5,62- G   3,--,290.04,-12.23,-86.2,-31.5,15,:,10,:,82,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,4,11,-,50,22.0,213- G   6,--,278.09,4.11,36.9,-16.8,10,:,3,:,159,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,4,14,-,21,50.3,567- G  16,--,259.83,26.68,-56.6,-103.5,10,--,5,--,92,--,1,Sa,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,4,17,-,18,58.7,567- G  17,N 3124,257.71,28.83,-57.0,49.1,38,:,34,:,165,:,6,Sc,--,--,1,2,--,--,12.35,--,--,2,--,--,--,3563,11,3
10,4,17,-,37,20.3,374- G  33,--,270.25,14.6,48.7,-121.0,11,--,10,--,92,:,6,Sc,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,4,17,-,41,42.9,316- G  25,--,272.94,11.1,63.2,-94.5,8,--,3,--,115,--,-2,SO,"B centre, in cl",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,4,19,-,29,41.5,435- G  41,N 3125,265.33,20.65,63.3,14.1,12,--,8,--,114,--,5,S...,"B, in cl",--,1,2,--,--,13.34,--,62,99,0.38,-0.39,--,1110,50,3
10,4,21,-,80,10.7,19- G   1,N 3149,296.14,-19.84,-55.6,-3.5,22,:,20,:,--,:,3,Sb,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,4,22,-,32,36.7,374- G  34,--,267.26,18.36,52.5,131.1,10,--,9,--,25,:,1,SBa,L in group,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,4,23,-,27,24.6,499- G  42,--,263.8,22.43,124.7,-128.1,14,--,7,--,50,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,4,31,-,67,8.0,92- G   8,N 3136,287.98,-9.45,-59.9,-111.8,30,:,20,:,30,--,-5,E,In IG 12 group,--,--,2,--,--,12.05,0.13,--,2,1.05,--,--,1696,93,3
10,4,35,-,40,52.5,316- G  26,--,272.48,11.81,67.3,-49.8,10,--,5,--,9,--,1,Sa:,--,*,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,4,38,-,25,2.9,499- G  43,--,262.21,24.29,130.1,-2.2,10,--,10,--,--,:,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,4,43,-,60,8.4,127-SC   6,OCl-804,283.86,-3.78,-23.0,-5.0,--,--,--,--,--,--,--,OC ?,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,4,44,-,66,49.2,92- G   9,--,287.81,-9.18,-59.5,-95.1,14,--,4,--,107,--,5,S...,In IG 12 group,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,4,45,-,30,12.6,435-IG  42,--,265.75,20.3,68.1,-13.6,8,:,3,:,6,:,--,Double system,"Interaction, in cl",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,4,47,-,28,17.8,435- G? 43,--,264.48,21.8,69.9,88.4,4,--,3,--,--,:,--,N?,"vB centre, or star? In cl",--,--,--,--,--,12.74,--,62,99,1.03,0.83,--,--,--,--
10,4,47,-,47,27.2,263- G   4,--,276.45,6.53,-98.7,-130.3,16,:,10,:,106,--,1,Sa,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,4,48,-,34,6.7,374- G  35,--,268.3,17.23,56.4,51.1,16,:,3,--,134,--,6,Sc,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,4,50,-,26,8.4,500- G   1,--,263.01,23.48,-133.6,-60.3,10,--,10,--,--,:,1,Sa,In cluster,*,--,--,--,--,--,--,--,--,--,--,--,--,--,--
